X1,b0,rho_V,sd_V,alpha,iota,sigmaSE,br,N,mu_EI,mu_IR,rho_Y,S_0,E_0,I_0,R_0,eta,od_Y,loglik,loglik.se
NA,0.501706321339782,188.854178906808,3496.85269553658,0.8293050306939274,0,1.3201092677705586,21.860216542401506,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.5229322373716,0.40525691091187505
NA,0.8486115861462882,187.95682769408216,3775.2504204324887,0.6769008936317407,9.82232518337552,1.11,22.15781855216451,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.5299373356863,0.2852561206690227
NA,0.5664358501191277,185.6512740949397,3499.859190533119,0.7554279034219642,16.993668453167754,1.516862611216371,85.98008076836972,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.5301253600153,0.14936839429122079
NA,1.7922148675037746,177.8475396921358,3132.068824996109,0.5616187556612957,1.55,1.3092922051315392,91.46813940023823,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.5314669432429,0.11593992884412879
NA,0.03377352082853449,186.25653589850393,3550.525381623956,1.3410984790653115,21.380891618250605,1.0912667677973853,17.4074154070609,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.5356678121425,0.22372318266530467
NA,0.09315750348421067,186.16700132068306,3392.353164966971,1.1795113224970277,7.203056345676765,1.2188181906165934,14.81616899467778,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.5360364555999,0.17711538017362896
NA,0.12807672312379895,187.4949506024371,3420.6504332666254,1.1161590753995703,8.024387611831704,1.3438154730904548,11.938106701712508,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.5373274744094,0.27539152481383955
NA,0.4586428133585232,186.86624842811125,3483.003408483169,0.8136611088067616,0.88,1.4508057087955915,42.920205710434345,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.5378025212576,0.5169713583329817
NA,0.2874595689774883,194.89302147373385,3748.4103037329924,0.9500000000000001,6.904968422012365,1.1217809231619158,6.36015069148229,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.5418581318592,0.16788601380417958
NA,0.16849403185492093,180.35966519599617,3324.9015103123515,1.05,10.391419956242723,1.6517194402343534,42.06380182812279,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.5465027124346,0.15726545316707263
NA,1.3175195593781146,186.13680355857124,3421.895030640554,0.5972362691572157,19.343967689996756,1.1400000000000001,72.21661424204511,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.5474875830583,1.7496261560672473
NA,0.8092914594468094,187.05544007867778,3525.3426203373347,0.7294787324338962,11.998457546853647,1.416767169410841,24.44746809457423,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.5478439590137,0.10325092305290401
NA,0.07117611138815462,188.09360180629588,3509.2374693803367,1.2457976185046455,1.28,1.140669438715029,3.0703263185670195,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.549784373443,0.33052720699039645
NA,0.1063659168843747,190.50465952827426,3647.0401638796725,1.0750000000000002,35.29448603432586,1.4321870866664717,53.94945856552389,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.55021269923,0.16094168127057773
NA,0.05902596081389995,171.7586933706757,3267.719683706425,1.237278519772735,0.28,1.1565788246160138,136.4435578286192,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.5544217465721,0.1144122741595522
NA,0.07490770781610394,187.56974765123437,3511.7898283339227,1.125,50.04440732717169,1.3934049719759296,23.0423388586117,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.5607965545076,0.24175724620429725
NA,0.6820144268514124,185.69757067080485,3475.5703348759284,0.6968702896554559,37.53497166225453,1.474064335348304,78.91338393932068,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.5613895343165,0.47326284382445577
NA,0.47211893992174825,181.8065766149565,3217.8758135565076,0.8782664432079805,0,1.2154034413480426,9.203839815156392,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.5622567405185,0.3249816916594559
NA,0.10665324610128796,185.73080442829578,3441.031265234053,1.1572120160695942,1,1.4084293931594603,13.627973143030246,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.5624643569173,0.252600012455841
NA,0.02626318,191.3509269,3726.438152,1.37,25.04101705,1.152097042,9.890448184,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,-768.5662484,0.250594303
NA,0.35621716496031486,183.89355569444058,3405.2257557046305,0.8736969275669465,34.736846070423645,1.2698177463133637,7.69156854242889,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.569416674946,0.3734676415796297
NA,0.19335584302797032,184.71781307650977,3379.9908811964806,1.0089368634734954,11.746128152848884,1.2191460184785357,37.50064339096725,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.5743176652571,0.168494506589005
NA,0.10732773737476022,189.4869200881838,3490.674832848998,1.1651416349057557,3.942131667573609,1.3708132174862098,3.859556307849164,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.5744855470203,0.2643603238842748
NA,2.2791135008429233,185.10798913532807,3411.2839040439326,0.5386176991247124,1.2000000000000002,1.337681320244932,54.480419732696774,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.5752425055716,0.13343805237626977
NA,0.09551321022927148,182.72383361058147,3334.8021545533006,1.1726943453099048,0.32,1.2958384660158013,19.192260511074526,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.5767698733991,0.1725396151811618
NA,0.08230996517097658,188.12016890746867,3552.6106027298647,1.2294104557607202,2.019463117167567,1.0683338258471724,3.353204563491549,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.5796944552538,0.20170064879131078
NA,0.031177757110262442,181.68619500399657,3393.633728609742,1.4100173031933432,1.4992010346436004,1.2976902056432051,11.816093309413672,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.5877822372021,0.21076408186443135
NA,0.25842152372413046,184.8671695349529,3395.431100389061,0.9110749727862737,32.50506086355661,1.2233817038390837,42.55495317684161,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.5901991240828,0.210406313762043
NA,0.33096249711628495,192.46504780291642,3859.843187211656,0.8884042275891949,1.9971719962359946,1.01,91.08404724453335,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.593098421419,0.24548921405116392
NA,0.020293887133406976,186.4180583209234,3551.0238244568304,1.3411252266740854,67.25263777062388,1.477221889524228,162.03089326186085,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.5983638885026,0.14201942075316987
NA,0.35359727862960016,184.44167406092183,3413.3831875974724,0.8630052622441577,32.24033846878424,1.3591446454027798,28.642662334202694,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.599483818014,0.2755905468280424
NA,0.21438096675184581,188.64532033156752,3512.3154423017754,0.9775993429682582,9.410251639519203,1.21,11.358318350151542,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6015305110781,0.1964874775621602
NA,0.2965800830286134,183.6636502534986,3405.247774518982,0.8909677634208818,1.8800000000000001,1.3725704455265293,104.01829726422233,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6040919479077,0.13788307023623766
NA,1.1520903721343756,184.0042131005972,3456.905688733703,0.6672376290221111,2.5421465670851653,1.07,50.66567301439279,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6061902085754,0.23586464638984667
NA,0.03352646219768415,181.42296790658392,3292.957502818646,1.320491766235359,30.155359637925574,1.3784588783387426,33.60586590956685,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6091399059482,0.1503402268441491
NA,0.4501486829726708,181.79743147494156,3212.483558304566,0.8538564098952036,1.44,1.257017348850257,28.55023777500611,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6104087734453,0.21624346191376684
NA,0.0700908512919557,179.87775352578717,3368.427973422067,1.2000000000000002,3.19380182752458,1.1313797855580885,45.72421399883743,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.612068648951,0.42563018516555134
NA,0.044814397227922166,179.98608860056908,3383.161359527243,1.3176329079025588,5.760591690764284,1.07,14.4897668725488,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6123759222954,0.16655213658510973
NA,0.618088976591988,184.62734590816416,3395.9081484908756,0.7721127325062895,3.7624002383443584,1.17,96.83200867391295,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6130137122384,0.17547735104570655
NA,0.15593558197827004,178.69441644514924,3263.831915446704,1.0184342652105103,4.2697503590483965,1.4389088167435067,97.42370816710256,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6133267777205,0.21342249346413908
NA,0.177151887,184.6302213,3333.612971,1.04,3.569064886,1.305209507,33.04480371,50000,0.16,0.13,0.14,0.95,0.04,0.01,0,0.05,0,-768.6149005,0.197122334
NA,0.1971851366746176,188.33302132882503,3472.575717370963,0.9762437501546055,12.547602468184067,1.3927484583042167,46.047582072511936,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6157265358024,0.3593411545170091
NA,0.610356166732072,187.76332417404276,3444.5927113349235,0.7649988943431708,1.5,1.3929557421471497,103.25491629372517,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6162535904184,0.35726263211500286
NA,0.5035795883085867,189.27960190786752,3600.286351480941,0.7852167867153377,0.28,1.171183752750578,172.17394458406102,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6162660596084,0.2631791639123082
NA,0.05496446408363125,185.45170628898256,3432.8805889093833,1.1835710446412113,58.449659039194366,1.2542492384112827,46.69140397906324,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6174019498781,0.25341157655660396
NA,0.36713747262678476,189.41976155948393,3651.5185836523606,0.8649945277016845,8.028978989950183,1.06,78.4930780101841,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6188992097934,0.45100431303013927
NA,0.28916865700113475,185.09604793104623,3424.298846120413,0.8681602361013084,22.939278767491455,1.23,96.91232635192375,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6201456732233,0.1648641735560056
NA,0.038546465848507974,178.72888069076032,3260.4064508733413,1.125,168.61930132321578,1.3020422262332978,77.76068325127734,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.620491484549,0.2920600959039233
NA,0.10820519218696989,184.21628134302674,3378.1268820126993,1.0577304951790698,50.996664295401274,1.2325827365330595,39.129370457126605,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6213191250985,0.2589533293090315
NA,0.04677639238750003,181.11472512353657,3487.782164477202,1.2877323423766764,2.5862350673497625,1.3548500066699503,35.785696107031036,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6215813095432,0.14879864616176358
NA,0.24310479498700532,183.93585227276063,3351.7141606337323,0.9196798925870415,19.642067206363198,1.4550887091507596,96.00478296969743,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6251139834918,0.1882469962508467
NA,0.43906279506467916,182.9971207953287,3361.3407030369267,0.7819359871481845,27.21789081511185,1.21,129.57762690775786,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6265861931377,0.25269353300728226
NA,0.3712672600248582,185.64317603196852,3429.8304856812288,0.8500000000000001,0.15322603380774205,1.2158612763301222,55.01897324822116,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6287844570527,0.3453906076891109
NA,0.23880716552877698,188.32016757458604,3544.274867391747,0.9468136825410237,1.8,1.3224426414209576,90.5767706991719,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6302942473723,0.30930373843941084
NA,0.018242047484070777,186.78204600284684,3445.808305516342,1.386538219412876,50.8615145264,1.2979758944727564,25.411835930915647,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6309641915288,0.6306284144681847
NA,0.501406511167917,180.49251211731877,3264.097735291158,0.7949360430003033,0.64,1.212683649143301,51.434165388603596,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6324726688143,0.3346761946202822
NA,0.19602708229974197,185.85808177776704,3364.2518113082738,1.0670505732957505,1.8,1.1333757125361623,0.24120794757622036,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6325044919795,0.14893375710877524
NA,0.932940633181191,193.09707950359632,3593.2908397837236,0.67572271346504,2,1.2457052004770153,35.776354354982026,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6329499527141,0.41741183414158967
NA,0.27959688837042945,183.76251715562483,3349.9857479333104,0.9179620733188492,14.117829562169446,1.1985823997332608,54.34645504771747,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6350377104224,0.24717295426119157
NA,0.11655891338656506,185.4054287368368,3434.9809584208065,1.0804162020838761,24.131967570160754,1.19,76.38689406352036,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6354584293276,0.37330634326561124
NA,0.22011336353401809,186.27632271658305,3401.1481772818483,0.9868787010637142,7.034237628555953,1.3440281033130503,25.93284741878933,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6369693071889,0.34472813567541905
NA,0.2320673975806459,183.93898634276317,3333.8370826189075,0.9748701944933849,0.8500000000000001,1.2718277473791446,76.43607115654281,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.638757147303,0.17896001830900748
NA,0.5886628893521559,183.43870470032337,3311.716310143219,0.7550196708624869,9.887201469605904,1.24,70.5606051167645,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6390589152566,0.1737556212404932
NA,0.17501778836314105,189.98582799453595,3531.5732515066816,1.0557125621450683,0.88,1.3289720945023353,7.075289917768707,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6394697386846,0.38127397849925365
NA,0.2832998267442474,192.04122031462524,3607.3417624348685,0.9495712155662027,7.951352752137207,1.1978119994737657,9.064390513521841,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6416243203279,0.23423253858231752
NA,0.2027310062878883,190.06526673004768,3539.164581509193,1.0159220643602989,11.683117336995707,1.3607529002027594,0.34242887975870445,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6496638339117,0.30382746013073103
NA,0.2526166935607616,187.05016480998282,3501.374331898871,0.9475173385211922,1.35,1.2567423443564751,69.54027477382725,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6516845444299,0.1796284665059768
NA,0.19262621717602604,190.70562906649997,3576.1692079997147,1.0300376117207397,1.2,1.3912547330143537,7.852222342037601,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6527397692565,0.16173306153619357
NA,0.051552634521905026,183.26216724911674,3364.6205194565237,1.3125231328771196,0.03161004627289413,1.3289467077748751,9.070919290018994,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6542117753942,0.1714162816829235
NA,0.05342638314134377,186.31699687404412,3437.1259995579107,1.2213305896695992,31.52404602204406,1.2101738412675023,18.037847881103183,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6542434269836,0.22275495627233394
NA,0.491324890898611,188.66891981159418,3536.032936289369,0.7851553414896948,1.5269382895343782,1.2154360405853732,91.9604606732994,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6557208714872,0.5015442250458195
NA,0.7571784053959281,188.84931873049266,3535.8197897665605,0.7099941827956253,1.36,1.3813843275161708,109.23182330147445,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6562054565976,0.1939648569820084
NA,0.1564814368853325,186.48693598095778,3515.8585276700574,1.0510822569540732,37.47516863935522,1.16,11.078667218866473,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6621454297504,0.23201634777756364
NA,0.14134993813066252,185.26585701265697,3431.508217486898,1.0739125637106992,1.12,1.269681997375656,31.17744582553386,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6641769040097,0.15829169380185923
NA,0.1535471402221672,183.2369860543757,3302.8485035471294,1.0483149884677951,23.85029403853369,1.196351881331367,19.465999970043534,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6654171203688,0.1725850620245498
NA,0.2455755282793817,191.67003665311245,3680.5872985082556,0.9773683892034848,4.754756066833439,1.07,15.098896526235439,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6659432266266,0.34916593161138487
NA,0.07086932728303963,187.10246637364583,3503.206993503837,1.148797559611546,29.110995086772746,1.13,57.98287762781759,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6667794739714,0.3771692238607023
NA,0.3461053388209521,187.901518688591,3427.661348210102,0.8616384596841161,1.96,1.230733773332374,145.79712656960066,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6670914399665,0.37684611081313896
NA,0.023843326452988367,187.74314091900263,3642.9168905351444,1.345781164788202,39.77043205755659,1.02,86.29678145220362,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6674246125232,0.8281601824269854
NA,0.16290531996428811,188.66229638286669,3425.537972258191,1.0413078537314446,15.09876598475997,1.3076219167695176,25.019710729559932,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6692387371294,0.2806231960775953
NA,0.08257324809734723,187.3481032421378,3522.607360473257,1.198564891858174,3.9525044689978444,1.2220618844083095,3.641614205050064,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.66937977634,0.09934047623002522
NA,0.1927308290548658,188.38354210014114,3539.0781341710212,0.9940689414876973,13.431013451962098,1.28,37.58384211405433,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6711146002423,0.19942147395995358
NA,0.013834019137166483,188.24077677966977,3576.710977384526,1.5,27.972373657313653,1.335407539832224,23.701083700574333,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6720186833752,0.7152982611275743
NA,0.09770546316348784,186.26466242067352,3375.124930495463,1.1209846304130067,13.997525525047665,1.3472557784541022,12.830952564865278,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6740325836128,0.2915792575864691
NA,0.5947091429142931,187.36272926596666,3715.9872565400633,0.7662525014330579,6.296393962480206,1.01,62.396394908072004,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6753216874064,0.13556348202775145
NA,0.4169489904100669,189.18200048435904,3558.1225887523788,0.8296469425376362,1.72,1.2486533517400151,100.06115499670184,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6771658835548,0.20391591265535006
NA,0.4518429510427372,184.45384994631354,3353.316415853233,0.8319984814440458,3.960527122076207,1.27,59.355299938932646,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6783425691528,0.16642100439822685
NA,0.359410825784447,191.99069683279467,3552.932632462806,0.875,6.810141917341263,1.2441498796891446,54.968002084431895,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6794262104149,0.37626017253343297
NA,0.09038285663086243,179.63747542099188,3204.4057932899686,1.0917260391309498,33.68237360003883,1.23,137.08394887391606,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6799416517074,0.5914075739521081
NA,0.5941824205330236,191.9353710479384,3601.0372950078317,0.7900317144966945,0.36,1.203031542174473,28.760094753865673,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6842777980593,0.32405323475017217
NA,0.20051949275058967,183.83170517314736,3344.4570399881263,0.994440646541916,1.32,1.3148085418958555,66.61536661869125,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6879107316047,0.18233703372232168
NA,0.09780968944228555,185.55401776373347,3496.731346177992,1.125,6.364677099414798,1.3740856598791316,32.282465932088584,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6880172551357,0.15720845528592728
NA,0.022934682686196105,181.73803537932585,3346.384344489833,1.417413421837932,18.079594070839,1.395692129242174,26.930968170696882,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6900968113939,0.20966554101966753
NA,0.1272833456966223,188.2220807428156,3501.665700947553,1.0250000000000001,45.12523834198466,1.2402351681381827,86.12588955335387,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6918167617728,0.229442283440193
NA,0.2896769366138926,186.61003170500476,3450.0846033648495,0.9302258685197985,13.302102846949676,1.1487794110737746,31.314742688062548,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6923707084055,0.25983503072325986
NA,0.3645647171900911,180.02734758659068,3162.2079863821496,0.8935316454608628,0.76,1.3468758657757436,8.311951303636034,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6930306577816,0.1551084019724167
NA,0.8380777308258113,188.6154201148127,3385.193094502232,0.7129344142505284,1.8800000000000001,1.2241551092878993,46.13012250291332,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.6987770846588,1.2670282877553933
NA,0.14926765260711627,185.23330339282873,3395.544740350123,1.0625098766648264,8.29572794659547,1.2531799214874564,74.30741548397842,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.7012529128173,0.2521709740010156
NA,1.8522670609392637,182.21401859715607,3339.4775872239074,0.5546251027741059,6.190384910973521,1.25,48.60145615942376,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.7038216768609,0.19880616516525235
NA,0.135,220.57600949725364,5729.24385279417,0.9546930547235677,72.35886680394641,1.263956337485788,49.60729870117081,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.7046396502137,0.3385068454643267
NA,0.014199197046457042,187.75248428553436,3550.5036999097438,1.4964980017784804,36.15167982971688,1.1503984885634868,12.897207670532033,50000,0.16000000000000003,0.13,0.13999999999999999,0.95,0.04000000000000001,0.010000000000000004,0,0.05000000000000001,0,-768.706281476472,0.1949063234408031
